countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
LCN,2013,8781.61859739655,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2012,8635.25206265996,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2011,8508.79172925233,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2010,8237.78723215005,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2009,7827.87872972674,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2008,8100.69859228216,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2007,7906.01969177163,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2006,7604.13264033549,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2005,7318.93876611781,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2004,7127.17744179105,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2003,6844.49871692347,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2002,6766.97487166473,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2001,6826.51917105878,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LCN,2000,6890.9585400232,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZJ,Latin America & Caribbean
LAC,2024,8634.44285207781,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2023,8525.3906894748,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2022,8403.21343200064,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2021,8143.89761140247,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2020,7670.34419013564,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2019,8274.06093377018,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2018,8305.84789826096,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2017,8262.61207558922,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2016,8182.7315614952,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2015,8307.33369621788,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2014,8368.59617559204,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2013,8348.46217344054,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2012,8208.83313243338,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2011,8107.03327818294,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2010,7847.60945831773,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2009,7436.53550315096,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2008,7707.62362339658,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2007,7516.69161205553,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2006,7222.1228904212,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2005,6945.18915892622,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2004,6760.55157366561,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2003,6501.91925151492,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2002,6432.80258653191,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2001,6497.81648026573,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
LAC,2000,6579.79388057131,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XJ,Latin America & Caribbean (excluding high income)
TLA,2024,9119.05415999871,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2023,8982.85044234066,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2022,8840.33081627037,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2021,8553.60626841133,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2020,8021.38920067187,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2019,8644.58034902295,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2018,8658.22679130356,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2017,8591.61557146199,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2016,8504.2923762152,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2015,8616.9575341563,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2014,8673.19274235671,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2013,8643.8783465476,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2012,8494.85171090977,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2011,8367.39195224032,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2010,8090.06385704013,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2009,7668.91149402251,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2008,7942.61999485964,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2007,7741.78186470352,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2006,7436.7567438786,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2005,7152.69460430709,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2004,6960.93288543729,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2003,6692.51140693973,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2002,6613.60452558658,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2001,6676.24128572331,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
TLA,2000,6756.85832514381,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),T2,Latin America & the Caribbean (IDA & IBRD countries)
LDC,2024,1080.98297168341,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2023,1064.9345379796,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2022,1057.29193908212,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2021,1032.24314317615,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2020,1027.57951931208,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2019,1053.517524379,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2018,1026.53885694871,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2017,1004.42952761641,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2016,983.739244613172,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2015,970.916596442798,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2014,966.706091824195,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2013,938.445326811341,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2012,908.701952675905,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2011,901.646878560648,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2010,893.399285244121,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2009,860.428964911843,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2008,845.190468439238,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2007,812.58718477243,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2006,775.426362351979,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2005,743.27940447185,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2004,708.160223726469,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2003,681.207120945062,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2002,664.561359018554,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2001,646.737666506425,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LDC,2000,631.50225918843,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XL,Least developed countries: UN classification
LMY,2024,5649.38436604136,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2023,5468.47621151054,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2022,5266.51603000027,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2021,5113.30798163299,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2020,4808.93331379262,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2019,4915.10891731954,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2018,4776.42374355353,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2017,4605.06805564136,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2016,4428.347315737,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2015,4282.04601624269,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2014,4142.60267768904,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2013,3991.03886412488,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2012,3830.53202784228,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2011,3682.20601895846,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2010,3509.96036284186,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2009,3290.13140929428,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2008,3207.00034477776,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2007,3069.27406497774,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2006,2859.145543596,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2005,2679.56336586683,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2004,2531.52843095755,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2003,2385.26476104356,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2002,2284.71911210515,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2001,2212.81345603639,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
LMY,2000,2167.96623101832,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XO,Low & middle income
,2024,665.611055916338,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2023,668.457227006964,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2022,688.262798221044,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2021,681.870227394456,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2020,691.871963142477,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2019,719.265857856669,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2018,715.537643444123,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2017,716.041572530027,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2016,722.757828714384,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2015,736.645564029793,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2014,771.161462730256,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2013,766.467472001827,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2012,767.64883546576,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2011,826.188858987671,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2010,850.995354392052,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2009,821.99049378907,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2008,817.546765129718,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2007,801.161975504133,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2006,781.734326668875,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2005,764.063522063221,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2004,740.020695622334,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2003,719.922855598874,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2002,702.032936541764,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2001,686.364429192812,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2000,677.728896535172,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XM,Low income
,2024,2429.65872378181,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2023,2340.28167597897,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2022,2235.50331742033,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2021,2132.43099671155,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2020,2024.80613985276,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2019,2128.98969696211,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2018,2074.08259867348,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2017,1995.24339196345,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2016,1919.93641936744,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2015,1843.92245982702,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2014,1767.45084173772,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2013,1692.31144110473,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2012,1627.33736049755,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2011,1573.12914675615,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2010,1527.32392177732,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2009,1454.14345304177,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2008,1396.24991512319,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2007,1358.4898621704,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2006,1293.75547908569,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2005,1231.17113867485,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2004,1174.79364938135,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2003,1117.43974697069,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2002,1074.61341580748,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2001,1048.15274822023,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
,2000,1024.85552728831,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XN,Lower middle income
MEA,2024,5462.00031109662,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2023,5460.82538962839,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2022,5451.27422521319,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2021,5223.07682453744,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2020,5043.7594964613,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2019,5312.46081098356,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2018,5323.20351596778,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2017,5270.56511367513,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2016,5241.37395166575,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2015,5108.83117786409,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2014,5071.9355052414,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2013,5018.47135240207,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2012,5006.12032400224,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2011,4922.32565988064,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2010,4850.36649873449,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2009,4723.90665169633,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2008,4783.88447188529,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2007,4693.69304245449,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2006,4568.71814462583,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2005,4416.550379948,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2004,4296.09607908562,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2003,4075.67089651208,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2002,3983.85231024802,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2001,3992.69227699441,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MEA,2000,4007.86448293982,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),ZQ,"Middle East, North Africa, Afghanistan & Pakistan"
MNA,2024,3013.96028766459,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2023,3006.98994999501,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2022,2975.28809857382,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2021,2904.78451107145,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2020,2828.43090998978,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2019,2963.25398076567,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2018,2980.3112794174,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2017,2957.76906553691,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2016,2910.61822045142,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2015,2802.63134980934,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2014,2819.68611736515,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2013,2804.95399171853,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2012,2827.37163394722,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2011,2785.48059599681,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2010,2855.29922564585,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNA,2009,2783.3018486405,,,1,NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$),XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
