paper_id,title,year,month,topic,venue,citations,num_authors,page_length,has_code,impact_score
arxiv_2021_00543,Paper_543,2021,4,Computer Vision,ArXiv,18,5,6,True,1.4668995815196448
arxiv_2023_00544,Paper_544,2023,2,GANs,ArXiv,16,6,12,False,1.7571990836621987
arxiv_2022_00545,Paper_545,2022,11,GANs,AAAI,84,2,19,False,8.814072362234402
arxiv_2022_00546,Paper_546,2022,2,GANs,ACL,6,5,4,False,22.01095859071573
arxiv_2021_00547,Paper_547,2021,6,Graph Neural Networks,IJCAI,20,5,5,False,13.73946089939274
arxiv_2020_00548,Paper_548,2020,10,Computer Vision,ArXiv,77,6,14,False,10.352407238252471
arxiv_2023_00549,Paper_549,2023,7,Computer Vision,ACL,11,4,10,False,0.28055285894074267
arxiv_2022_00550,Paper_550,2022,7,NLP,ACL,70,4,14,True,2.9093758315319085
arxiv_2022_00551,Paper_551,2022,2,GANs,IJCAI,24,4,18,False,7.671779131143475
arxiv_2020_00552,Paper_552,2020,5,Federated Learning,ArXiv,100,7,15,False,0.07217292517412184
arxiv_2020_00553,Paper_553,2020,9,Diffusion Models,ArXiv,3,7,8,False,3.7054029539204594
arxiv_2021_00554,Paper_554,2021,11,Federated Learning,AAAI,23,7,6,True,1.1300755336683301
arxiv_2022_00555,Paper_555,2022,6,Graph Neural Networks,ICLR,64,7,13,True,3.523030355778842
arxiv_2024_00556,Paper_556,2024,3,Multimodal Learning,ICLR,21,4,17,False,0.2496019672895963
arxiv_2021_00557,Paper_557,2021,9,Graph Neural Networks,ACL,24,2,14,False,3.028231587514221
arxiv_2020_00558,Paper_558,2020,9,NLP,ArXiv,6,2,17,False,1.4108030026485472
arxiv_2020_00559,Paper_559,2020,7,Graph Neural Networks,ECCV,7,5,14,False,0.3993197868156231
arxiv_2023_00560,Paper_560,2023,9,Reinforcement Learning,ECCV,10,4,15,False,0.974495145523542
arxiv_2021_00561,Paper_561,2021,3,Diffusion Models,IJCAI,15,6,16,True,0.5099735481909057
arxiv_2021_00562,Paper_562,2021,2,NLP,ICML,16,4,18,False,4.94088645113407
arxiv_2022_00563,Paper_563,2022,3,Reinforcement Learning,ICCV,62,6,16,True,2.5485693782618823
arxiv_2022_00564,Paper_564,2022,11,Federated Learning,IJCAI,48,2,15,False,2.7237307427260844
arxiv_2022_00565,Paper_565,2022,1,Reinforcement Learning,CVPR,60,1,8,False,0.7540410580589976
arxiv_2022_00566,Paper_566,2022,8,Graph Neural Networks,AAAI,25,6,19,False,7.324957504755364
arxiv_2024_00567,Paper_567,2024,8,Federated Learning,ACL,5,5,12,False,2.187699101561119
arxiv_2022_00568,Paper_568,2022,7,Federated Learning,ICML,25,1,8,False,4.031263347435887
arxiv_2024_00569,Paper_569,2024,12,NLP,ArXiv,17,3,13,False,0.22140690471694197
arxiv_2022_00570,Paper_570,2022,6,LLMs,ECCV,47,2,11,False,3.3488886813008123
arxiv_2023_00571,Paper_571,2023,5,Graph Neural Networks,NeurIPS,23,2,12,False,2.6851127917294297
arxiv_2022_00572,Paper_572,2022,9,Graph Neural Networks,ArXiv,11,2,11,True,4.264826426089875
arxiv_2020_00573,Paper_573,2020,8,Reinforcement Learning,NeurIPS,22,5,6,False,1.0926106223277317
arxiv_2024_00574,Paper_574,2024,1,NLP,ICML,9,7,6,False,1.7530920561885421
arxiv_2020_00575,Paper_575,2020,1,Diffusion Models,ArXiv,15,4,11,True,1.8294106395736867
arxiv_2024_00576,Paper_576,2024,6,Transformers,ECCV,0,7,18,True,3.649859810873943
arxiv_2023_00577,Paper_577,2023,2,Multimodal Learning,ECCV,18,4,18,False,1.8466467669041675
arxiv_2021_00578,Paper_578,2021,4,Computer Vision,ArXiv,6,4,8,False,4.157343152448335
arxiv_2021_00579,Paper_579,2021,2,GANs,ICCV,9,1,11,False,1.926424491465117
arxiv_2020_00580,Paper_580,2020,5,Reinforcement Learning,ICCV,97,5,15,False,12.136541355457881
arxiv_2020_00581,Paper_581,2020,4,Federated Learning,IJCAI,134,7,11,False,0.43719336594924
arxiv_2024_00582,Paper_582,2024,10,Reinforcement Learning,ECCV,1,4,15,True,1.0072652555445587
arxiv_2020_00583,Paper_583,2020,10,Federated Learning,AAAI,35,2,6,False,5.181266928682797
arxiv_2024_00584,Paper_584,2024,3,Graph Neural Networks,ICLR,7,6,19,False,8.72088935424728
arxiv_2020_00585,Paper_585,2020,12,Federated Learning,NeurIPS,53,4,10,True,7.755140674723106
arxiv_2022_00586,Paper_586,2022,8,NLP,CVPR,19,1,18,False,10.251948213124244
arxiv_2021_00587,Paper_587,2021,2,GANs,ArXiv,46,7,9,False,2.0144684534963284
arxiv_2020_00588,Paper_588,2020,8,Diffusion Models,ArXiv,18,4,6,True,0.02576440451165524
arxiv_2022_00589,Paper_589,2022,10,Transformers,AAAI,41,3,7,True,7.644256486371743
arxiv_2020_00590,Paper_590,2020,1,Multimodal Learning,CVPR,49,3,9,False,9.819133967047392
arxiv_2020_00591,Paper_591,2020,11,Graph Neural Networks,ArXiv,10,3,14,False,5.0536574058766845
arxiv_2023_00592,Paper_592,2023,5,LLMs,NeurIPS,12,5,19,False,6.1788453136855495
arxiv_2022_00593,Paper_593,2022,4,Computer Vision,CVPR,3,2,9,False,0.24173399626215963
arxiv_2022_00594,Paper_594,2022,2,GANs,ArXiv,35,6,18,False,0.7094767814190605
arxiv_2024_00595,Paper_595,2024,4,Computer Vision,ArXiv,0,7,15,False,0.9412738199324393
arxiv_2021_00596,Paper_596,2021,6,Federated Learning,ECCV,5,3,9,False,3.000712956331663
arxiv_2020_00597,Paper_597,2020,8,GANs,ACL,85,5,19,False,5.597339996720284
arxiv_2022_00598,Paper_598,2022,1,Diffusion Models,ArXiv,80,7,5,False,1.8667208158319195
arxiv_2020_00599,Paper_599,2020,5,Transformers,ICLR,2,1,8,False,0.556922483689491
arxiv_2022_00600,Paper_600,2022,4,Graph Neural Networks,EMNLP,51,5,9,False,10.445135817327273
arxiv_2020_00601,Paper_601,2020,1,Computer Vision,ArXiv,35,2,14,False,4.8554590693818245
arxiv_2023_00602,Paper_602,2023,10,LLMs,EMNLP,2,2,10,False,1.6045170259688077
arxiv_2020_00603,Paper_603,2020,8,NLP,NeurIPS,29,7,16,False,9.882464357690331
arxiv_2022_00604,Paper_604,2022,10,NLP,ICLR,49,2,13,False,1.6386697854063494
arxiv_2021_00605,Paper_605,2021,1,GANs,CVPR,79,5,8,False,9.78652415720893
arxiv_2023_00606,Paper_606,2023,10,Reinforcement Learning,ArXiv,0,4,11,True,24.072791362133074
arxiv_2020_00607,Paper_607,2020,1,Multimodal Learning,AAAI,10,7,12,True,2.7012273932976782
arxiv_2024_00608,Paper_608,2024,6,GANs,ICLR,4,2,4,False,0.31058431806089415
arxiv_2021_00609,Paper_609,2021,1,Graph Neural Networks,ECCV,74,6,6,False,0.6610671744528562
arxiv_2023_00610,Paper_610,2023,2,Reinforcement Learning,NeurIPS,34,5,9,True,15.555512648309408
arxiv_2022_00611,Paper_611,2022,5,Transformers,ArXiv,17,6,11,True,0.6139938359964849
arxiv_2023_00612,Paper_612,2023,10,Computer Vision,AAAI,79,5,10,False,10.535743853160714
arxiv_2024_00613,Paper_613,2024,4,Federated Learning,ICML,1,5,4,False,7.958986178905575
arxiv_2020_00614,Paper_614,2020,4,Computer Vision,ArXiv,39,6,6,False,2.668053979617064
arxiv_2021_00615,Paper_615,2021,7,Diffusion Models,CVPR,7,3,12,False,3.502758727349226
arxiv_2021_00616,Paper_616,2021,1,Federated Learning,ICCV,58,3,10,False,2.9917536983163413
arxiv_2020_00617,Paper_617,2020,7,Federated Learning,ICML,128,1,4,False,5.564662769509726
arxiv_2021_00618,Paper_618,2021,7,Diffusion Models,CVPR,32,4,4,False,17.170073873551935
arxiv_2021_00619,Paper_619,2021,3,Multimodal Learning,NeurIPS,8,3,5,False,2.375881041932397
arxiv_2021_00620,Paper_620,2021,7,LLMs,EMNLP,3,2,4,False,6.46014334855589
arxiv_2022_00621,Paper_621,2022,5,Graph Neural Networks,ArXiv,23,6,11,False,1.3172178945544881
arxiv_2020_00622,Paper_622,2020,2,LLMs,ArXiv,83,4,4,True,4.224614148077224
arxiv_2021_00623,Paper_623,2021,11,Transformers,AAAI,13,2,16,False,6.5257807361394535
arxiv_2023_00624,Paper_624,2023,5,NLP,ArXiv,44,5,18,True,3.485858317083161
arxiv_2022_00625,Paper_625,2022,12,LLMs,ACL,61,2,7,False,5.878806869130098
arxiv_2023_00626,Paper_626,2023,1,NLP,ICLR,8,2,6,False,7.181092170419446
arxiv_2020_00627,Paper_627,2020,8,Reinforcement Learning,AAAI,89,4,7,False,4.880341330162804
arxiv_2023_00628,Paper_628,2023,8,Graph Neural Networks,NeurIPS,0,6,19,False,4.37840202699122
arxiv_2023_00629,Paper_629,2023,6,GANs,ArXiv,27,3,13,True,1.725928659983607
arxiv_2021_00630,Paper_630,2021,9,GANs,ArXiv,136,5,13,False,2.7852645215486183
arxiv_2020_00631,Paper_631,2020,12,Diffusion Models,IJCAI,57,4,13,False,2.7997667717762615
arxiv_2021_00632,Paper_632,2021,10,LLMs,AAAI,19,4,5,True,6.511906913898305
arxiv_2022_00633,Paper_633,2022,7,Multimodal Learning,CVPR,16,3,5,False,3.6250115628423836
arxiv_2024_00634,Paper_634,2024,4,Graph Neural Networks,ArXiv,18,6,17,False,1.0643340505639411
arxiv_2022_00635,Paper_635,2022,6,GANs,ACL,44,3,8,True,2.813635272805919
arxiv_2021_00636,Paper_636,2021,5,Federated Learning,ECCV,40,5,9,True,0.211914631066632
arxiv_2024_00637,Paper_637,2024,9,Graph Neural Networks,IJCAI,13,7,17,True,5.956804191220439
arxiv_2023_00638,Paper_638,2023,7,NLP,ArXiv,25,1,6,False,3.8014685153209693
arxiv_2023_00639,Paper_639,2023,7,GANs,ArXiv,24,5,9,False,4.369583470636663
arxiv_2022_00640,Paper_640,2022,2,Computer Vision,EMNLP,6,3,14,False,4.612413946485956
arxiv_2020_00641,Paper_641,2020,2,Multimodal Learning,ArXiv,7,4,13,False,1.4885204687409845
arxiv_2023_00642,Paper_642,2023,10,Graph Neural Networks,EMNLP,16,2,17,False,12.796759337628536
arxiv_2020_00643,Paper_643,2020,1,Diffusion Models,EMNLP,99,6,15,False,0.2089766338886273
arxiv_2020_00644,Paper_644,2020,3,NLP,ArXiv,19,5,11,True,1.6519084614680746
arxiv_2020_00645,Paper_645,2020,11,NLP,ArXiv,5,4,19,True,1.4742273436279085
arxiv_2020_00646,Paper_646,2020,4,Diffusion Models,ArXiv,42,3,10,True,0.2709292223847981
arxiv_2024_00647,Paper_647,2024,7,Multimodal Learning,ICML,3,1,8,True,2.9808148693756924
arxiv_2021_00648,Paper_648,2021,6,NLP,IJCAI,38,6,15,True,2.589600669533137
arxiv_2020_00649,Paper_649,2020,11,NLP,CVPR,36,5,11,False,9.42534769616927
arxiv_2021_00650,Paper_650,2021,5,Reinforcement Learning,ArXiv,12,1,15,False,0.28933370772913336
arxiv_2021_00651,Paper_651,2021,9,Transformers,ArXiv,2,3,16,True,3.621179198522219
arxiv_2021_00652,Paper_652,2021,10,NLP,ArXiv,132,5,8,False,0.4153597691492223
arxiv_2024_00653,Paper_653,2024,7,Diffusion Models,AAAI,8,4,12,False,10.594561744885315
arxiv_2024_00654,Paper_654,2024,11,Diffusion Models,ECCV,1,2,18,True,11.97495484629651
arxiv_2023_00655,Paper_655,2023,3,GANs,NeurIPS,4,4,13,False,27.030590971029
arxiv_2024_00656,Paper_656,2024,1,Federated Learning,ArXiv,1,6,16,False,9.119622949643105
arxiv_2024_00657,Paper_657,2024,10,LLMs,ArXiv,4,1,15,False,2.5794530733737036
arxiv_2023_00658,Paper_658,2023,6,Multimodal Learning,ArXiv,75,2,16,False,3.3483012865924033
arxiv_2021_00659,Paper_659,2021,11,Diffusion Models,ACL,16,1,11,False,29.993717215916604
arxiv_2022_00660,Paper_660,2022,9,Graph Neural Networks,ICLR,8,2,15,False,12.537086792700496
arxiv_2023_00661,Paper_661,2023,9,Federated Learning,CVPR,19,1,16,False,6.752112946796302
arxiv_2020_00662,Paper_662,2020,7,NLP,CVPR,33,7,16,True,1.7243914989503324
arxiv_2023_00663,Paper_663,2023,4,Transformers,ArXiv,9,2,4,False,0.29552305768193454
arxiv_2022_00664,Paper_664,2022,10,Graph Neural Networks,ArXiv,27,6,10,False,6.038190690047156
arxiv_2020_00665,Paper_665,2020,4,Federated Learning,ArXiv,135,7,17,True,2.2963085135505064
arxiv_2022_00666,Paper_666,2022,11,NLP,NeurIPS,37,1,18,False,2.931009715672619
arxiv_2023_00667,Paper_667,2023,4,Reinforcement Learning,EMNLP,39,2,10,False,0.5891388820673101
arxiv_2024_00668,Paper_668,2024,8,GANs,ICCV,17,5,7,True,17.85020511355982
arxiv_2024_00669,Paper_669,2024,5,Computer Vision,ICLR,3,2,17,True,1.768108039088484
arxiv_2023_00670,Paper_670,2023,3,Federated Learning,ArXiv,1,3,5,False,0.03583854263035384
arxiv_2021_00671,Paper_671,2021,9,Federated Learning,ICCV,11,3,15,False,3.6860281160706543
arxiv_2020_00672,Paper_672,2020,12,Computer Vision,ArXiv,10,5,4,True,7.4468563890961414
arxiv_2020_00673,Paper_673,2020,4,Multimodal Learning,ICLR,76,1,16,False,11.188881188318529
arxiv_2024_00674,Paper_674,2024,11,Computer Vision,ICCV,7,1,4,False,3.3413588073088265
arxiv_2023_00675,Paper_675,2023,8,Federated Learning,ArXiv,15,1,15,True,3.1956487400207214
arxiv_2020_00676,Paper_676,2020,3,Computer Vision,ICLR,85,3,12,False,6.546698471888198
arxiv_2024_00677,Paper_677,2024,6,Federated Learning,ArXiv,1,2,8,False,6.2393164214152455
arxiv_2022_00678,Paper_678,2022,5,Computer Vision,NeurIPS,29,3,6,False,4.221962794799092
arxiv_2021_00679,Paper_679,2021,10,GANs,ICML,23,4,6,False,26.931933342485248
arxiv_2024_00680,Paper_680,2024,6,Federated Learning,CVPR,1,4,9,True,0.29737589806017234
arxiv_2023_00681,Paper_681,2023,8,LLMs,ArXiv,2,5,5,True,5.513150507541026
arxiv_2021_00682,Paper_682,2021,1,Multimodal Learning,AAAI,19,7,19,False,7.611253765342133
arxiv_2023_00683,Paper_683,2023,3,Graph Neural Networks,CVPR,5,1,16,False,1.5112669074681186
arxiv_2022_00684,Paper_684,2022,7,Graph Neural Networks,ICML,31,1,16,True,2.9901838188530663
arxiv_2021_00685,Paper_685,2021,7,GANs,ArXiv,24,7,12,False,1.398538445012143
arxiv_2022_00686,Paper_686,2022,3,NLP,ArXiv,12,4,10,False,2.9298934269369536
arxiv_2023_00687,Paper_687,2023,2,Graph Neural Networks,ArXiv,2,5,9,True,8.622908896524974
arxiv_2020_00688,Paper_688,2020,1,Federated Learning,ICCV,19,2,13,False,18.425288394094434
arxiv_2021_00689,Paper_689,2021,2,Diffusion Models,ICCV,61,7,17,True,9.483816773936057
arxiv_2022_00690,Paper_690,2022,7,Federated Learning,EMNLP,20,5,13,True,2.516092079102152
arxiv_2021_00691,Paper_691,2021,5,NLP,ICLR,5,2,6,True,1.1100548392448715
arxiv_2020_00692,Paper_692,2020,7,Multimodal Learning,ICCV,17,1,7,True,2.6478708940377493
arxiv_2021_00693,Paper_693,2021,9,Reinforcement Learning,ArXiv,80,3,6,False,1.383110110064952
arxiv_2022_00694,Paper_694,2022,8,LLMs,CVPR,41,5,14,False,1.0097518997145702
arxiv_2020_00695,Paper_695,2020,3,Computer Vision,ECCV,75,2,7,True,10.058274143207782
arxiv_2022_00696,Paper_696,2022,7,Reinforcement Learning,ArXiv,17,5,7,False,0.2700343261278757
arxiv_2020_00697,Paper_697,2020,5,Multimodal Learning,ECCV,69,5,6,False,2.0306511242698644
arxiv_2022_00698,Paper_698,2022,7,Transformers,ICCV,37,3,11,True,2.982536321378037
arxiv_2024_00699,Paper_699,2024,2,Graph Neural Networks,ArXiv,7,1,5,True,3.1179695600673627
arxiv_2020_00700,Paper_700,2020,11,Graph Neural Networks,EMNLP,17,6,7,True,5.162830169926545
arxiv_2024_00701,Paper_701,2024,8,Transformers,NeurIPS,6,7,8,True,5.093874468440543
arxiv_2024_00702,Paper_702,2024,5,Reinforcement Learning,ArXiv,7,2,14,False,7.924007895636168
arxiv_2020_00703,Paper_703,2020,6,Graph Neural Networks,ArXiv,104,6,16,False,0.5642301959700797
arxiv_2023_00704,Paper_704,2023,5,Federated Learning,IJCAI,20,6,13,False,1.241421979716528
arxiv_2021_00705,Paper_705,2021,5,Graph Neural Networks,ICML,139,2,19,True,6.657523651336662
arxiv_2024_00706,Paper_706,2024,6,Diffusion Models,CVPR,6,5,7,False,31.599586592582774
arxiv_2022_00707,Paper_707,2022,11,Computer Vision,EMNLP,111,3,7,False,5.196671340724831
arxiv_2020_00708,Paper_708,2020,3,Reinforcement Learning,AAAI,73,3,9,False,1.195502739191244
arxiv_2021_00709,Paper_709,2021,2,Diffusion Models,ArXiv,22,4,9,False,5.123363810539972
arxiv_2023_00710,Paper_710,2023,4,Graph Neural Networks,EMNLP,49,3,13,False,8.488348974347018
arxiv_2024_00711,Paper_711,2024,10,Graph Neural Networks,ICCV,3,6,18,False,0.20305345577177628
arxiv_2024_00712,Paper_712,2024,3,GANs,IJCAI,40,3,8,False,6.674708001781077
arxiv_2021_00713,Paper_713,2021,10,Graph Neural Networks,IJCAI,11,5,10,True,0.5372510663319602
arxiv_2022_00714,Paper_714,2022,6,Transformers,CVPR,21,6,18,False,3.7438296760453786
arxiv_2020_00715,Paper_715,2020,10,Diffusion Models,CVPR,10,6,8,True,4.431214243490142
arxiv_2024_00716,Paper_716,2024,6,Graph Neural Networks,ArXiv,63,1,12,True,26.271458935898938
arxiv_2024_00717,Paper_717,2024,10,Reinforcement Learning,ArXiv,18,7,16,False,1.152615996404674
arxiv_2023_00718,Paper_718,2023,9,Diffusion Models,ArXiv,22,5,14,False,4.948974860103847
arxiv_2023_00719,Paper_719,2023,9,Graph Neural Networks,EMNLP,17,6,8,False,6.0747850140101125
arxiv_2021_00720,Paper_720,2021,12,Graph Neural Networks,AAAI,120,4,4,True,2.828075741119025
arxiv_2024_00721,Paper_721,2024,4,LLMs,ArXiv,12,3,11,True,3.4097585324907627
arxiv_2021_00722,Paper_722,2021,1,Multimodal Learning,ArXiv,56,4,7,False,0.7927198310638528
arxiv_2020_00723,Paper_723,2020,3,Graph Neural Networks,ECCV,21,1,18,False,12.131278528442039
arxiv_2024_00724,Paper_724,2024,3,Diffusion Models,ArXiv,41,1,13,True,8.949833304580615
arxiv_2022_00725,Paper_725,2022,12,Federated Learning,NeurIPS,3,7,5,False,0.9241200570057446
arxiv_2023_00726,Paper_726,2023,4,NLP,NeurIPS,12,3,19,False,2.044974657878419
arxiv_2020_00727,Paper_727,2020,10,Reinforcement Learning,ICLR,6,3,16,True,0.5135426104560245
arxiv_2023_00728,Paper_728,2023,4,GANs,ArXiv,3,1,5,False,5.652438732231034
arxiv_2023_00729,Paper_729,2023,7,Federated Learning,ArXiv,3,1,19,False,0.7575570182583773
arxiv_2020_00730,Paper_730,2020,5,NLP,NeurIPS,212,7,13,True,8.011215241543878
arxiv_2022_00731,Paper_731,2022,9,Reinforcement Learning,ICML,14,4,16,False,2.87917732412566
arxiv_2022_00732,Paper_732,2022,5,Computer Vision,ArXiv,17,3,4,False,1.3677933054317437
arxiv_2020_00733,Paper_733,2020,1,GANs,ArXiv,15,1,16,False,6.383697167758628
arxiv_2021_00734,Paper_734,2021,4,NLP,NeurIPS,69,3,17,False,10.145751315574357
arxiv_2021_00735,Paper_735,2021,6,Diffusion Models,CVPR,68,1,12,True,1.540585538425381
arxiv_2020_00736,Paper_736,2020,12,GANs,ICML,79,6,8,False,16.670484262668804
arxiv_2020_00737,Paper_737,2020,3,NLP,ArXiv,84,1,16,True,2.0944657461582463
arxiv_2022_00738,Paper_738,2022,4,LLMs,AAAI,128,7,10,True,0.36322280964980125
arxiv_2020_00739,Paper_739,2020,12,NLP,ArXiv,18,5,13,True,4.722699072210171
arxiv_2022_00740,Paper_740,2022,9,NLP,AAAI,4,6,10,True,0.17504465980304867
arxiv_2020_00741,Paper_741,2020,8,Transformers,ICCV,110,4,4,False,1.4303972117695358
arxiv_2021_00742,Paper_742,2021,10,NLP,ArXiv,3,6,15,False,1.349046479874378
arxiv_2021_00743,Paper_743,2021,11,Multimodal Learning,ECCV,8,1,6,False,7.1850173142149485
arxiv_2022_00744,Paper_744,2022,7,Multimodal Learning,ICLR,21,2,16,False,6.330449718228755
arxiv_2022_00745,Paper_745,2022,5,Reinforcement Learning,ArXiv,120,7,13,True,2.1671637447386396
arxiv_2021_00746,Paper_746,2021,12,Transformers,ICCV,36,7,16,True,3.8961209466795017
arxiv_2020_00747,Paper_747,2020,11,NLP,ArXiv,49,5,10,False,2.912538425864452
arxiv_2020_00748,Paper_748,2020,6,NLP,ICML,29,2,14,False,4.821460181132715
arxiv_2020_00749,Paper_749,2020,7,Diffusion Models,EMNLP,31,2,10,False,5.067945405643339
arxiv_2022_00750,Paper_750,2022,7,Federated Learning,ArXiv,79,5,12,True,1.8005165009515112
arxiv_2020_00751,Paper_751,2020,4,NLP,ICML,61,2,6,False,0.43985743151970524
arxiv_2022_00752,Paper_752,2022,6,Federated Learning,ArXiv,26,3,5,False,0.9605565292785413
arxiv_2024_00753,Paper_753,2024,3,LLMs,ACL,36,4,18,False,0.5293451673275126
arxiv_2020_00754,Paper_754,2020,2,Transformers,ArXiv,221,3,9,False,5.771552624718473
arxiv_2024_00755,Paper_755,2024,3,Graph Neural Networks,ArXiv,2,1,14,False,0.5470475448996391
arxiv_2022_00756,Paper_756,2022,2,Multimodal Learning,ArXiv,34,3,11,True,0.8697813143735782
arxiv_2020_00757,Paper_757,2020,1,Transformers,ICCV,114,6,10,True,0.6151340614004304
arxiv_2022_00758,Paper_758,2022,10,Graph Neural Networks,CVPR,2,1,18,False,2.0887214983265263
arxiv_2022_00759,Paper_759,2022,12,Federated Learning,IJCAI,23,7,17,True,14.140614349712362
arxiv_2024_00760,Paper_760,2024,3,Computer Vision,NeurIPS,3,6,8,False,3.844425075427545
arxiv_2022_00761,Paper_761,2022,7,LLMs,ArXiv,25,3,5,False,8.648361050912513
arxiv_2024_00762,Paper_762,2024,4,Transformers,EMNLP,11,1,5,False,1.1798268071412306
arxiv_2020_00763,Paper_763,2020,9,Reinforcement Learning,ICLR,98,3,15,False,0.4375537221636069
arxiv_2022_00764,Paper_764,2022,12,Transformers,AAAI,8,7,9,False,19.30364557068606
arxiv_2024_00765,Paper_765,2024,8,Multimodal Learning,IJCAI,7,4,15,False,1.5100894228837545
arxiv_2024_00766,Paper_766,2024,10,Federated Learning,IJCAI,0,4,12,True,0.08024178004049663
arxiv_2021_00767,Paper_767,2021,12,NLP,NeurIPS,40,6,19,False,10.344606749735142
arxiv_2020_00768,Paper_768,2020,2,Federated Learning,ACL,6,3,19,True,3.018977777362573
arxiv_2024_00769,Paper_769,2024,1,Computer Vision,NeurIPS,6,3,4,False,3.7673258834798418
arxiv_2022_00770,Paper_770,2022,5,Federated Learning,ICML,20,6,4,False,2.5835477712548167
arxiv_2020_00771,Paper_771,2020,6,Computer Vision,EMNLP,78,5,5,False,0.5648413119340875
arxiv_2021_00772,Paper_772,2021,8,Transformers,ArXiv,60,5,16,False,1.1815218319196998
arxiv_2022_00773,Paper_773,2022,10,Multimodal Learning,ArXiv,10,5,5,False,1.6294275444056796
arxiv_2020_00774,Paper_774,2020,6,Multimodal Learning,ArXiv,65,1,15,False,1.3561574061402026
arxiv_2023_00775,Paper_775,2023,6,Federated Learning,NeurIPS,58,5,5,False,3.105158777008465
arxiv_2020_00776,Paper_776,2020,10,Graph Neural Networks,ArXiv,85,7,11,True,1.6550175398450917
arxiv_2020_00777,Paper_777,2020,8,GANs,ArXiv,10,5,18,False,2.3601029443531156
arxiv_2023_00778,Paper_778,2023,2,NLP,ECCV,21,4,9,False,0.26712917544506565
arxiv_2024_00779,Paper_779,2024,12,Reinforcement Learning,NeurIPS,15,4,17,False,0.8200371512553224
arxiv_2022_00780,Paper_780,2022,5,Transformers,ICML,6,4,5,False,5.085392828900663
arxiv_2021_00781,Paper_781,2021,6,Federated Learning,ICLR,25,2,14,False,0.6278502795023786
arxiv_2021_00782,Paper_782,2021,7,NLP,ArXiv,20,1,6,True,5.583540323280442
arxiv_2022_00783,Paper_783,2022,5,Federated Learning,ArXiv,6,7,12,False,6.424654587500687
arxiv_2022_00784,Paper_784,2022,6,Transformers,ArXiv,10,2,10,False,1.4695992073208732
arxiv_2020_00785,Paper_785,2020,9,Reinforcement Learning,ACL,7,1,11,False,0.2802560155457589
arxiv_2022_00786,Paper_786,2022,2,Graph Neural Networks,ICLR,64,4,16,False,6.419720115808033
arxiv_2024_00787,Paper_787,2024,1,Federated Learning,ArXiv,4,6,4,True,2.232213939218929
arxiv_2022_00788,Paper_788,2022,2,Multimodal Learning,IJCAI,6,7,18,False,0.8471344764783593
arxiv_2020_00789,Paper_789,2020,2,LLMs,IJCAI,60,7,8,False,5.252755823686311
arxiv_2022_00790,Paper_790,2022,4,Diffusion Models,ArXiv,12,2,15,True,3.431010986717417
arxiv_2024_00791,Paper_791,2024,5,Multimodal Learning,ArXiv,26,1,4,True,3.6718734502418866
arxiv_2021_00792,Paper_792,2021,9,Transformers,IJCAI,8,6,10,True,4.947084737564512
arxiv_2021_00793,Paper_793,2021,6,GANs,ArXiv,17,1,10,False,0.019839021734804067
arxiv_2023_00794,Paper_794,2023,10,Diffusion Models,IJCAI,40,7,10,False,0.4982685593766578
arxiv_2021_00795,Paper_795,2021,3,Diffusion Models,ICLR,37,5,13,True,0.47939618717395055
arxiv_2020_00796,Paper_796,2020,3,Federated Learning,ArXiv,20,2,18,False,0.18966058251388748
arxiv_2023_00797,Paper_797,2023,5,Computer Vision,ICLR,38,3,8,False,9.242862882599038
arxiv_2021_00798,Paper_798,2021,12,Graph Neural Networks,IJCAI,91,3,17,False,5.459530923549847
arxiv_2024_00799,Paper_799,2024,1,Diffusion Models,AAAI,14,6,15,False,9.467961126555547
arxiv_2024_00800,Paper_800,2024,3,Computer Vision,NeurIPS,5,5,4,False,16.994615382776296
arxiv_2021_00801,Paper_801,2021,9,Multimodal Learning,ICML,121,5,9,False,10.653702882814676
arxiv_2023_00802,Paper_802,2023,7,Multimodal Learning,EMNLP,30,7,14,False,0.8933401278286699
arxiv_2024_00803,Paper_803,2024,11,Multimodal Learning,NeurIPS,21,6,7,False,1.9023108393485133
arxiv_2020_00804,Paper_804,2020,12,Computer Vision,ACL,18,5,13,False,6.150783271216536
arxiv_2024_00805,Paper_805,2024,1,GANs,IJCAI,2,1,12,False,3.143197885415952
arxiv_2020_00806,Paper_806,2020,1,Computer Vision,EMNLP,15,5,13,True,0.6716923426111785
arxiv_2020_00807,Paper_807,2020,8,Graph Neural Networks,IJCAI,5,4,18,False,8.193404718735943
arxiv_2023_00808,Paper_808,2023,7,Graph Neural Networks,IJCAI,18,5,19,True,3.6511904315184562
arxiv_2022_00809,Paper_809,2022,7,Federated Learning,ICCV,23,1,5,False,5.5983088944238615
arxiv_2023_00810,Paper_810,2023,9,Multimodal Learning,ICML,12,5,5,False,2.2062684136883757
arxiv_2020_00811,Paper_811,2020,4,Diffusion Models,ECCV,10,6,14,False,6.331045230159587
arxiv_2024_00812,Paper_812,2024,5,Diffusion Models,ACL,1,3,12,False,11.130846011835347
arxiv_2022_00813,Paper_813,2022,7,Transformers,EMNLP,2,1,7,False,5.911070480371037
arxiv_2021_00814,Paper_814,2021,12,Multimodal Learning,ICCV,23,3,17,True,10.332078451853109
arxiv_2020_00815,Paper_815,2020,3,Multimodal Learning,EMNLP,26,5,12,False,1.1677227429179269
